temperature,pressure,vibration,humidity,equipment,location,faulty
142.07276213607236,50.86869340397829,2.0096663048382495,39.373905154503376,Turbine,Delhi,0.0
59.701348437772936,32.69066756777735,2.087079934517088,38.06012859884391,Compressor,Ahmedabad,0.0
59.883246088240426,55.57845985246583,2.601995896915751,61.89586925884199,Turbine,Ahmedabad,0.0
81.6067233345961,28.59542337070468,2.2031348617228907,15.493955166532345,Compressor,Pune,0.0
118.76644465887419,90.77638734499338,3.7260629063879316,74.7686409886069,Turbine,Delhi,1.0
148.27623385339803,98.28128289064912,3.9681087377303026,70.5733175874296,Turbine,Chennai,1.0
93.95794107280206,71.34017811664557,0.3226761312725579,24.290537050150824,Turbine,Mumbai,0.0
107.82368991951324,92.93286257808043,4.7336766908584424,64.70627353591398,Compressor,Chennai,1.0
106.55476086769114,51.164118510057506,0.862502316208502,17.369873186301437,Turbine,Hyderabad,0.0
58.95449509449317,77.42769082848434,2.136899069541602,13.711166693087211,Compressor,Jaipur,0.0
145.03936950467727,86.41353360701477,2.950607447805978,85.25980356909564,Compressor,Hyderabad,1.0
87.72154420546553,75.14203742263008,0.18412426809209628,31.363943196701804,Compressor,Ahmedabad,0.0
59.91691890275608,58.98130818493757,2.5714309670537667,60.031810390433016,Pump,Mumbai,0.0
112.59139280282218,87.6034609491001,4.4619849447979725,62.018291381963095,Pump,Kolkata,1.0
122.60771372034672,81.58019728615254,4.514772260049591,68.04154508956593,Turbine,Bangalore,1.0
70.13486495161592,44.46035868533646,0.6139592065188749,60.66770155854749,Turbine,Bangalore,0.0
145.12329106923565,86.08086379251628,4.094661900399146,71.28330514699572,Compressor,Goa,1.0
67.52267245429228,74.54317306643698,0.40591829070956054,66.33881343111064,Turbine,Bangalore,0.0
132.29574023694434,94.3190489667029,4.223278995782961,63.15702784979808,Turbine,Pune,1.0
130.68710953950318,93.22632495927714,2.877417823194636,75.83952751210045,Turbine,Bangalore,1.0
101.1992853057671,82.41972664154179,3.055593124431143,79.59990528876853,Turbine,Kolkata,1.0
145.716623977867,81.01948071583323,3.8024481388744857,80.30620507977784,Pump,Mumbai,1.0
67.03271680683063,78.80947623721016,0.32822868052243626,25.86831036417464,Turbine,Chennai,0.0
111.74098636444087,25.79038206207982,2.4900280064039944,74.03948372761019,Turbine,Chennai,0.0
126.87193093419346,89.28062230710546,0.5543190401241247,83.29537670532457,Pump,Hyderabad,0.0
95.43263537060515,94.92124808470533,4.479794611735265,67.83604804050188,Compressor,Ahmedabad,1.0
113.68799772469329,33.92931832782122,1.420209147368066,61.806113499632254,Pump,Kolkata,0.0
139.39488736113702,93.14988118512503,3.1433100665884477,65.5876386122994,Pump,Mumbai,1.0
119.39213579340748,16.71446628560109,0.43368470621167865,86.13779717441194,Pump,Ahmedabad,0.0
146.2054295307018,91.73540784987792,4.633125980199975,61.424988592860146,Turbine,Mumbai,1.0
99.27459992562301,91.6411196623258,0.7093086493761025,71.6719344573609,Pump,Goa,0.0
146.7635849057291,46.52600921992829,0.46884736276755623,21.22086173640475,Turbine,Goa,0.0
